,id_inventario,titulo,nombre_autor,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
366,1001966,EN LA CALLE,"BARCELO, JOSE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
367,1001967,TRES MUJERES,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
368,1001968,MUCHACHO,"BRAQUEHAIS,RAFAEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
369,1001969,MANCHA FLORAL,CAPARROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
370,1001970,PUENTE VIEJO DE MURCIA,"CEREZO, ANGELES",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
371,1001971,MANTEL CON FRUTOS,"CARRASCO JIMENO,JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
372,1001972,PENUMBRA,"EDUARDO CAPARROS, V.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
373,1001973,LA VENTANA,"CANO HERNANDEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
374,1001974,TITULO DESCONOCIDO,CARRETERO,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
375,1001975,MONTES ALAYOS,CAPARROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
376,1001976,JARDINES BELLAS ARTES,CAPARROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
377,1001977,AYUNTAMIENTO DE LORCA,CANOVAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
378,1001978,ZONA UMBRIA,"EDUARDO CAPARROS, V.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
379,1001979,EVOCACION,"EDUARDO CAPARROS, V.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
380,1001980,TE OFREZCO MI PENSAMIENTO,"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
381,1001981,LA DAMA DEL CAMAFEO,"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
382,1001982,LA FRAGUA DE LA COMERENCIA,"SALINAS, PACO",0.0,69.0,116.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,COMPOSICION
383,1001983,DE LA SITUACION EN TIEMPO PRESENTE,"SALINAS, PACO",0.0,90.0,150.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,COMPOSICION
384,1001984,NO SE QUE HACER,"MOLINA, VICENTE JUAN",0.0,100.0,63.0,DESCONOCIDA,DIBUJO,PAPEL,CARBONCILLO,DESNUDO
385,1001985,CROCCE,"PARRA, LEANDRO",0.0,210.0,210.0,DESCONOCIDA,PINTURA,MADERA,ARCILLA,SIN DEFINIR
386,1001986,LA VENECIOLA-LA MANGA,"ALONSO LUZZY, RAMON",0.0,130.0,162.0,DESCONOCIDA,PINTURA,TELA,OLEO,PAISAJE
387,1001987,RETRATO EX PRESIDENTE ANTONIO PEREZ C.,"ALONSO LUZZY, RAMON",0.0,92.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
388,1001988,FIESTA DEL DRAGON,"SAURA, ANGELES",0.0,100.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,ALEGORICA
389,1001989,NOCTURNO,"MARTINEZ MENGUAL, ANTONIO",0.0,99.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
390,1001990,LA TARDE Y EL CANTO,"LUCAS, PEPE",0.0,49.0,69.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
391,1001991,THE GIPSIEN QUARTET GRANADA,FERINGTON,0.0,25.0,17.5,DESCONOCIDA,GRABADO,PAPEL,TINTA,COSTUMBRISMO
392,1001992,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,39.0,39.0,DESCONOCIDA,FOTOGRAFIA,,,FIGURATIVO
393,1001993,TITULO DESCONOCIDO,"SAURA, ANTONIO",0.0,29.3,29.8,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,COMPOSICION
394,1001994,TITULO DESCONOCIDO,"SAURA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
395,1001995,TITULO DESCONOCIDO,"SAURA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
396,1001996,TITULO DESCONOCIDO,"SAURA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
397,1001997,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
398,1001998,PAPER PLACE,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
399,1001999,PAJARO MUERTO,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
400,1002000,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
401,1002001,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
402,1002002,RAYAS,"GARZA,RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
403,1002003,TITULO DESCONOCIDO,"SANCHEZ LOPEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
404,1002004,"SERIE ""ANGELES""","NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
405,1002005,TITULO DESCONOCIDO,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,FRESCO,,,SIN DEFINIR
406,1002006,"APOLO, VENUES Y CUPIDO",DESCONOCIDO,0.0,24.5,32.5,DESCONOCIDA,PINTURA,PAPEL,SIN DEFINIR,ALEGORICA
407,1002007,FINALES DE OCTUBRE,"VIVO, PACO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
408,1002008,VIOLIN 22160,"GARZA,RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
409,1002009,HOMBRE DE LA ESTRELLA,"PEREZ MARTINEZ, AURELIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
410,1002010,TIESTOS,CANOVAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
411,1002011,ARCA DE MADERA CIRCA 1680,DESCONOCIDO,45.9,122.3,64.4,DESCONOCIDA,MUEBLE ARTISTICO,MADERA,,SIN DEFINIR
412,1002012,ARCA DE MADERA DE ROBLE CIRCA 1680,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
413,1002013,SILLON DE MADERA DE ROBLE SIGLO XIX,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
414,1002014,PRESENTACION DEL HEREDERO AL P�EBLO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
415,1002015,VUE GENERALE DE LA VILLA DE LONDRES,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
416,1002016,VUE PERSPECTIVA DU PONT DE LA TRENITE,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
417,1002017,TITULO DESCONOCIDO,"OTAMENDI BARANGUAN, KUTXU",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
418,1002018,SOMBRA,"LAMAS, MENCHU",0.0,200.0,220.0,DESCONOCIDA,PINTURA,TELA,TECNICA MIXTA,SIN DEFINIR
419,1002019,TITULO DESCONOCIDO,"FIGARI LLOP, DIEGO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
420,1002020,SHADOW LINE,"CLARAMUNT, LUIS",0.0,200.0,160.0,DESCONOCIDA,PINTURA,TELA,OLEO,SIN DEFINIR
421,1002021,DESNUDO,"DOKOUPIL, GEORGE J.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
422,1002022,TITULO DESCONOCIDO,AGUDO CRESPO,0.0,190.0,244.0,DESCONOCIDA,PINTURA,TABLEX,OTROS,SIN DEFINIR
423,1002023,GAITERO,CAMPANO,0.0,48.5,69.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,FIGURATIVO
424,1002024,RAZON Y SUE�O DE CABALLOS,"TORNE VALLE, GONZALO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
425,1002025,FACHADA VIEJA,SALVADOR FERNANDEZ,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
426,1002026,COMPOSICION,"SAURA SERNA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
427,1002027,CEHEGIN,SALVADOR FERNANDEZ,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
428,1002028,TITULO DESCONOCIDO,"GARRIGOS MESEGUER, ALFONSO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
429,1002029,DESFILE DEL ENTIERRO DE LA SARDINA,"GARRIGOS MESEGUER, ALFONSO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
430,1002030,FIGURAS,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,DIBUJO,,,SIN DEFINIR
431,1002031,EL SUE�O DE LA REALIDAD,"SALINAS, PACO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
432,1002032,TITULO DESCONOCIDO,"GARZA,RAMON",0.0,65.0,65.0,DESCONOCIDA,PINTURA,LINO,OLEO,SIN DEFINIR
433,1002033,TITULO DESCONOCIDO,"GARZA,RAMON",0.0,195.0,195.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,COMPOSICION
434,1002034,TITULO DESCONOCIDO,"BARNUEVO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
435,1002035,PAISAJE,"GARZA,RAMON",0.0,35.5,23.5,DESCONOCIDA,PINTURA,OLEO,TABLEX,PAISAJE
436,1002036,TITULO DESCONOCIDO,"ROMERA NAVARRO, MARCOS SALVADO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
437,1002037,TITULO DESCONOCIDO,LUIS M.,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
438,1002038,TITULO DESCONOCIDO,"VAZQUEZ,A.M.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
439,1002039,TITULO DESCONOCIDO,"ARTIGAS GUILLAMON ,CARMEN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
440,1002040,TITULO DESCONOCIDO,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,OTROS,MADERA,,SIN DEFINIR
441,1002041,TITULO DESCONOCIDO,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
442,1002042,TITULO DESCONOCIDO,"HERNANDEZ CARPE, ANTONIO",0.0,600.0,800.0,DESCONOCIDA,FRESCO,YESO,TEMPLE,COSTUMBRISMO
443,1002043,TITULO DESCONOCIDO,"HERNANDEZ CARPE, ANTONIO",0.0,600.0,800.0,DESCONOCIDA,FRESCO,YESO,TEMPLE,COSTUMBRISMO
444,1002044,NATURALEZA MUERTA,"VIVO, PACO",0.0,100.0,82.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
445,1002045,TITULO DESCONOCIDO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
446,1002046,TITULO DESCONOCIDO,KHAZZOUM,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
447,1002047,TITULO DESCONOCIDO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
448,1002048,SIN TITULO (MURAL),"VIUDES, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
449,1002049,NI�OS JUGANDO,"ESCORIAL, CARMEN",0.0,0.0,0.0,DESCONOCIDA,FRESCO,,,SIN DEFINIR
450,1002050,TITULO DESCONOCIDO,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,FRESCO,,,SIN DEFINIR
451,1002051,MANZANAS,"PORTILLO, PABLO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
452,1002052,CABEZA,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
453,1002053,EL CIELO DORADO,"MARTINEZ MENGUAL, ANTONIO",0.0,195.5,130.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,EXPRESIONISMO
454,1002054,CASA DE ESPINARDO,"HERNANDEZ CARPE, ANTONIO",0.0,50.0,61.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,PAISAJE
455,1002055,PUERTA DEL PERDON,"HERNANDEZ CARPE, ANTONIO",0.0,39.0,49.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
456,1002056,PIGMENTOS,"GARCIA SILVA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
457,1002057,PUERTA III,"CANO HERNANDEZ, PEDRO",0.0,150.0,215.0,DESCONOCIDA,PINTURA,LIENZO,TECNICA MIXTA,PAISAJE
458,1002058,TITULO DESCONOCIDO,"PARRA, NICOLAS",0.0,105.5,130.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,SIN DEFINIR
459,1002059,TITULO DESCONOCIDO,"PARRA, NICOLAS",0.0,130.0,130.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,SIN DEFINIR
460,1002060,TU MISMO,"HARO, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
461,1002061,TITULO DESCONOCIDO,"CHARRIS, ANGEL MATEO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
462,1002062,PERRO,"CEBALLOS, TOMY",0.0,120.5,10.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,ALEGORICA
463,1002063,MEMORIAL DOOR I,"MARQUEZ, PABLO",0.0,100.0,220.0,DESCONOCIDA,PINTURA,ALUMINIO,TECNICA MIXTA,SIN DEFINIR
464,1002064,MEMORIAL DOOR II,"MARQUEZ, PABLO",0.0,100.0,220.0,DESCONOCIDA,PINTURA,METAL,TECNICA MIXTA,SIN DEFINIR
465,1002065,PERSONAJE I,MARTINEZ LAX,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
466,1002066,PERSONAJE,MARTINEZ LAX,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
467,1002067,BA�ISTA,MARTINEZ LAX,13.5,30.0,20.0,DESCONOCIDA,ESCULTURA,MARMOL,BARRO,FIGURATIVO
468,1002068,TITULO DESCONOCIDO,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
469,1002069,(AMANECER) PAISAJE DEL MAR MENOR,"NIETO, ENRIQUE",0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
470,1002070,MADONNA,"NIETO, ENRIQUE",73.0,92.0,0.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
471,1002071,PORSCHE 956 CON FIGURAS,"BALLESTER, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
472,1002072,UNA CENA CON...,"PARRA, LEANDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
473,1002073,LA EDAD POSIBLE,"CEREZO MONTILLA, FRANCISCO",0.0,97.0,129.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
474,1002074,TITULO DESCONOCIDO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
475,1002075,LA GACETA DEL ETNA,"CHARRIS, ANGEL MATEO",0.0,200.0,150.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
476,1002076,TITULO DESCONOCIDO,"TAPIES, ANTONI",0.0,55.3,75.0,DESCONOCIDA,OBRA GRAFICA,PAPEL,OTROS,SIN DEFINIR
477,1002077,TITULO DESCONOCIDO,ARROYO,0.0,55.3,75.0,DESCONOCIDA,OBRA GRAFICA,PAPEL,OTROS,SIMBOLICO
478,1002078,TITULO DESCONOCIDO,"SAURA, ANTONIO",0.0,75.0,54.5,DESCONOCIDA,OBRA GRAFICA,PAPEL,,SIN DEFINIR
479,1002079,BODEGON,CANOVAS,0.0,66.0,44.0,DESCONOCIDA,PINTURA,PAPEL,PASTEL,BODEGON
480,1002080,TITULO DESCONOCIDO,"BARNUEVO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
481,1002081,TITULO DESCONOCIDO,DESCONOCIDO,0.0,37.55,53.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
482,1002082,PUERTO LUMBRERAS,"GOMEZ CANO, CARLOS",0.0,72.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
483,1002083,PAISAJE URBANO,"PARDO, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
484,1002084,GRABADO SIGLO XIX,HAIG.A.H.,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
485,1002085,EL COSMOS,GUIRAO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
486,1002086,TITULO DESCONOCIDO,GUIRAO,0.0,22.0,123.0,DESCONOCIDA,ESCULTURA,MARMOL,BRONCE,SIN DEFINIR
487,1002087,TITULO DESCONOCIDO,DESCONOCIDO,22.0,35.0,30.0,DESCONOCIDA,PINTURA,ESCAYOLA,,FIGURATIVO
488,1002088,TAXIDERMIA,"LINARES, ESTEBAN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
489,1002089,TITULO DESCONOCIDO,"GARCIA SILVA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
490,1002090,TITULO DESCONOCIDO,BARBA,0.0,221.5,146.0,DESCONOCIDA,PINTURA,MADERA,OTROS,COMPOSICION
491,1002091,PUENTE VIEJO,"CEREZO, ZACARIAS",0.0,30.5,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
492,1002092,LA CATEDRAL VISTA DESDE EL MALECON,"CEREZO, ZACARIAS",0.0,30.0,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
493,1002093,LA RUEDA,"CEREZO, ZACARIAS",0.0,34.0,44.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
494,1002094,VIRGEN DE LOS PELIGROS,"CEREZO, ZACARIAS",0.0,32.0,40.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,COSTUMBRISMO
495,1002095,COBIJO,"HERNANSAEZ DE DIOS, ANGEL",24.0,20.0,30.0,DESCONOCIDA,PINTURA,PIEDRA,BRONCE,FIGURATIVO
496,1002096,PAISAJE DE INVIERNO,"HERNANSAEZ DE DIOS, ANGEL",0.0,68.0,48.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
497,1002097,EL SOL EN CENTRAL PARK STOUTH,"CHARRIS, ANGEL MATEO",0.0,14.5,62.5,DESCONOCIDA,PINTURA,MADERA,ACRILICO,SIN DEFINIR
498,1002098,MOTOR PORSCHE 928,"BALLESTER, ANTONIO",0.0,192.0,164.0,DESCONOCIDA,PINTURA,ACUARELA,CARBONCILLO,SIN DEFINIR
499,1002099,BRUJA II (GOLPE FISICO),"CEBALLOS, TOMY",0.0,203.0,156.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,SIN DEFINIR
500,1002100,TITULO DESCONOCIDO,"HARO, ANGEL",0.0,260.0,195.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,PAISAJE
501,1002101,TITULO DESCONOCIDO,"STILES, PAUL",0.0,64.0,24.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
502,1002102,TITULO DESCONOCIDO,"STILES, PAUL",0.0,64.0,24.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
503,1002103,TITULO DESCONOCIDO,"STILES, PAUL",0.0,65.0,24.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
504,1002104,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
505,1002105,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,56.0,42.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,RETRATO
506,1002106,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,56.0,42.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,RETRATO
507,1002107,LA CASA DE LA CALLE 10,"FERNANDEZ SAURA, ANGEL",0.0,25.0,18.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,COSTUMBRISMO
508,1002108,TITULO DESCONOCIDO,"FERNANDEZ SAURA, ANGEL",0.0,56.5,42.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,RETRATO
509,1002109,DESAYUNO EN LA CALLE 10,"FERNANDEZ SAURA, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
510,1002110,VIDA D� INES DE CASTRO (13-FEBRERO-1863),"PEREIRA, M.C.A.",0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
511,1002111,VIDA DE D� INES DE CASTRO (21-DIC.-1863),"PEREIRA, M.C.A.",0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
512,1002112,ANGELES,"NIETO, ENRIQUE",0.0,73.0,92.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
513,1002113,MAR MENOR,"NIETO, ENRIQUE",0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
514,1002114,COSTURERAS II,"REYES GUILLEN, J.",0.0,24.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
515,1002115,NOCTURNO,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
516,1002116,CABO DE PALOS,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
517,1002117,BALNEARIO,"VALENCIANO, CARLOS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
518,1002118,DESGUACE,"PARDO, PEDRO",0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
519,1002119,MAR MENOR,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
520,1002120,BANCO S. XVII,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
521,1002121,SILLON DE ROBLE S. XIX,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
522,1002122,SILLON S. XIX,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
523,1002123,ENTREDOS 1661 Y 1707,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
524,1002124,JOVEN CON TURBANTE,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
525,1002125,ESCENA MILITAR S. XVIII (GRABADO),DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
526,1002126,ESCENA FAMILIAR (GRABADO),DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
527,1002127,TITULO DESCONOCIDO,"BALLESTER NAVARRO, MARIANO",0.0,212.0,246.0,DESCONOCIDA,MOSAICO,,MARMOL,COMPOSICION
528,1002128,PAISAJE,MARTINEZ LOZANO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
529,1002129,AUTORETRATO - REVERSO DE ARLEQUIN,"PINA NORTES, �NGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
530,1002130,PAISAJE,"VALENCIANO, CARLOS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
531,1002131,TITULO DESCONOCIDO,DESCONOCIDO,0.0,41.0,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
532,1002132,TITULO DESCONOCIDO,DESCONOCIDO,0.0,41.0,55.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,RETRATO
533,1002133,BANCO DE MADERA DE ROBLE SIGLO XVII,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
534,1002134,BANCO DE MADERA DE ROBLE SIGLO XVIII,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
535,1002135,HOMENAJE A TIZIANO DE LA PRIMERA EPOCA,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
536,1002136,"HOMENAJE A PICASSO ""LA SALCHICHONA""","GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
537,1002137,EL ABANICO ROJO,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
538,1002138,HOMENAJE A LA NOVIA JUDIA,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
539,1002139,LOS JAZMINES SOBRE EL PIANO,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
540,1002140,HOMENAJE A VINCENT,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
541,1002141,EL MAR,"AVELLANEDA, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
542,1002142,ESTUDIOS CON PAN DE ORO EN GEOMET.III,GARCIA JIMENEZ. JUAN E.,0.0,47.0,64.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
